Job Title,Company Name,Job Description,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link
Vendeur(se) en Mutuelle Santé (H/F) - Expérimenté(e) - Tunis,SDS SERVICES,,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,"CDI, CDD, Freelance & Temps partiel",Ariana - Ben Arous & Tunis,CRM - Gestion des Ventes - Prospection - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/vendeurse-mutuelle-sante-hf-experimentee-tunis-220274
Photogrammètre Expérimenté  - Nabeul,ASP TUNISIE,,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,"CDI, CDD & Statutaire",Nabeul,AUTOCAD - Équipement - Maintenance - Production,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/photogrammetre-experimente-nabeul-220276
Chargé(e) des Relations Clients - Sousse Ville,DIARNA INVEST,,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDD,Sousse,Communication Téléphonique - Contact Téléphonique - Fidélisation des Clients - Techniques de Vente - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/chargee-relations-clients-sousse-ville-220296
Technicien Maintenance Industrielle - Ariana,AZ CUISINE,,"Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans,CDD,Ariana - Ben Arous - Bizerte - Manouba & Tunis,Électrotechnique - Équipement - Gestion de la Maintenance - Industrie - Machines - Maintenance - Maintenance Industrielle - Maintenance Préventive - Production - Qualité,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-maintenance-industrielle-ariana-220300
Chargées Clients pour la Réception d´Appels - Tunis,PROXIWEB,,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,Ariana - Ben Arous - Manouba & Tunis,Communication - Marketing - Télémarketing,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/chargees-clients-reception-appels-tunis-220308
Auditrice-Contrôleuse de Gestion  - Sousse,SOBOTRAG,,Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDD,Sousse,Comptabilité - Finance - Gestion - Management,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/auditrice-controleuse-gestion-sousse-220338
"Graphic Designer - Ariana , Rue De L´artisanat ",E-SKILLS,,"Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé",Intérim & Stage,Ariana,Brochures - Communication - Design - Montage - Stratégie de Communication - Télémarketing,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/graphic-designer-ariana-rue-artisanat-220340
Bilingual Sales Assistant - Malta,FIELDSPORTS LTD,,"Bac+2, Bac+3 & Bac+4","Etudiant, jeune diplômé et plus",CDI,International,Assistanat - Communication - Marketing,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/bilingual-sales-assistant-malta-220386
Vendeur(se) - Ariana,MACHAWI DAMAS,,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI & CDD,Ariana,Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/vendeurse-ariana-220389
Stagiaire Finance Comptabilité - Charguia 2,SUNSHINE SERVICES,,Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",CDD & Intérim,Ariana & Tunis,Analyse Financière - Comptabilité - Écritures Comptables - États Financiers - Finance - Gestion - Gestion de la Trésorerie - Trésorerie,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/stagiaire-finance-comptabilite-charguia-2-220409
Technico-Commercial - Nabeul,AROMA SCENT,,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,Nabeul,Développement Commercial - Négociation - Négociation Commerciale - Prospection - Stratégie Commerciale - Suivi des Clients - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/technico-commercial-nabeul-220412
Responsable des Affaires Réglementaires - Tunis,MTC PRO,,Bac+4 & Bac+5 et plus,Débutant < 2 ans,CDI,Ariana & Tunis,,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-affaires-reglementaires-tunis-220414
Animatrices en Pharmacie - Tunisie,MTC PRO,,Bac+3,Débutant < 2 ans,CDI,Ariana - Ben Arous - Monastir - Nabeul - Sfax - Sousse & Tunis,Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/animatrices-pharmacie-tunisie-220415
Agent de Voyage - Centre Ville,HI TRAVEL,,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",CDD,Tunis,,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/agent-voyage-centre-ville-220421
Téléconseillère(s) en Rénovation Énergétique de l’Habitat - Salambo Tunis ,QUALI CALL CENTER,,"Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,Tunis,Assistanat - Communication - Fichiers - Marketing - Secrétariat - Télémarketing,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/teleconseilleres-renovation-energetique-habitat-salambo-220527
Community Manager - Sfax,GEDPLUS,,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,Sfax,Rédaction - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/community-manager-sfax-220547
Commerciale - Ariana,COENERGY,,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus","CDI, CDD, Stage & Freelance",Ariana,Commercialisation - Communication - Devis - Marketing - Négociation - Prospection - Prospection Téléphonique,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/commerciale-ariana-220550
English Speaking Sales Expert  - Sfax - Route Gabes ,FOODOMARKET,,"Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDD,Gabès - Sfax & International,Communication - Marketing - Télémarketing - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/english-speaking-sales-expert-sfax-route-gabes-220571
Partenaire Commercial  - Many Cities,ADMG SRL,,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",Freelance,International,Communication - Marketing - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/partenaire-commercial-many-cities-220592
Coordinateur(trice) de Travaux en Fibre Optique - La Marsa,GL TUNISIA,,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Tunis,Assistanat - Ordonnancement Pilotage Coordination - Secrétariat,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/coordinateurtrice-travaux-fibre-optique-marsa-220719
Télévendeurs (H/F) Expérimentés en Assurances Maladie - Tunis,ANC,,"Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,Tunis,Télécommunication - Télévente - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/televendeurs-hf-experimentes-assurances-maladie-tunis-220821
Caissières - Nabeul,Société YOUSARSSIF ,,Qualification avant bac,Débutant < 2 ans,CDD & Alternance,Nabeul,Communication de Produit - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/caissieres-nabeul-220920
Informaticien  - Sousse,ATELIER LA MÉDINA,,"Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus","CDI, CDD, Intérim & Stage",Kairouan - Mahdia - Monastir & Sousse,Communication - LUMION - Marketing - V-RAY,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/informaticien-sousse-221099
Enseignant(e) d´Anglais - Ariana Borj Louzir,LE PETIT ROBERT,,"Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus","CDD, Stage & Freelance",Ariana,Enseignement,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/enseignante-anglais-ariana-borj-louzir-221247
Business Process Engineer  - Tunis,MIC,,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,Tunis & International,AUTOMATE - CSS - GIT - HTML - JAVASCRIPT - SQL,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/business-process-engineer-tunis-221301
Commercial et Administrateur des Ventes B2B - Hammamet,YOUR TEAM IN TUNISIA,,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI & CDD,Nabeul,Communication - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/commercial-administrateur-ventes-b2b-hammamet-221332
Développeurs Web Full-Stack - Nabeul,3W WIT WEB AGENCY,,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",CDI & CDD,Nabeul & International,AJAX - BOOTSTRAP - CMS - CSS - GRID - HTML - JQUERY - LARAVEL - PRESTASHOP - SYMFONY - WORDPRESS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/developpeurs-web-full-stack-nabeul-221424
Assistant (e) Marketing - Nabeul,NEOPOLIS,,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,Nabeul & International,Communication - Marketing - Marketing Digital - Télémarketing,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/assistant-e-marketing-nabeul-221461
Auditeur Comptable et Financier - Sfax,JEMEX AUDIT,,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDD,Sfax,Audit - États Financiers - Finance - Gestion,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/auditeur-comptable-financier-sfax-221490
Graphic Designer - Monastir,TAHRI COMPAGNE,,Bac+3,Débutant < 2 ans et plus,CDI,Monastir,Communication - Design - Graphisme - ILLUSTRATOR - INDESIGN - Marketing - PHOTOSHOP,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/graphic-designer-monastir-221706
Agent de Caisse et de Facturation  - Sousse,Groupe Médical les Oliviers,,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDD,Sousse,Comptabilité - Facturation - Finance - Gestion,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/agent-caisse-facturation-sousse-221771
Commercial - Ariana,COENERGY,,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus","CDI, CDD, Stage & Freelance",Ariana,Commercialisation - Communication - Communication Marketing - Devis - Marketing - Négociation - Prospection - Prospection Téléphonique,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/commercial-ariana-221806
Webmaster - Aouina,P&P,,"Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",CDD,Ariana,E-Commerce - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/webmaster-aouina-221972
Préparateur/Préparatrice  - Hammamet,PHARMACIE YASMINE BELHADJ HASSINE,,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI & CDD,Nabeul,Achats - Comptabilité - Finance - Gestion - Vente,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/preparateurpreparatrice-hammamet-221991
Responsable des Achats - Société de Catering - Mahras,NEWFOOD,,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Sfax,Achats - Gestion des Achats - Gestion des Contrats - Gestion des Stocks - Négociation - Sourcing,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-achats-societe-catering-mahras-222034
Responsable des Technologies de L´Information (TI) - Sousse,LOGIN CONSULTING,,Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDD,International,AUTOMATE - CSS - HTML - JAVASCRIPT - SHAREPOINT - WORDPRESS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-technologies-information-ti-sousse-222092
ANGULAR Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,BOOTSTRAP - CSS3 - CVS - GIT - JAVASCRIPT - JQUERY - LESS - MVC - MYSQL - REST,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/angular-developer-mf-175079
DevOps Engineer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - APACHE - ARTIFACTORY - AZURE - CVS - DOCKER - DYNATRACE - ECLIPSE - GIT - GITLAB - GROOVY - JAVA - JAVASCRIPT - JBOSS - JENKINS - JIRA - LESS - LINUX - ORACLE - POSTGIS - POSTGRESQL - PYTHON - SCRUM - SHELL - SONARQUBE - WEBLOGIC,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/devops-engineer-mf-175080
DOTNET Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,API - ASP - C# - CSS - CVS - DOTNET - FRONT END - HTML - HTTP - LINUX - MVC - MYSQL - NET - QUERY - REST - SOAP - SQL,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/dotnet-developer-mf-175081
IOS Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - APP - COCOA - CVS - FOUNDATION - GIT - SWIFT - TMS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/ios-developer-mf-175082
JAVA Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - API - BOOTSTRAP - CONFLUENCE - CVS - GIT - GRAILS - GROOVY - GWT - HIBERNATE - HTML - JAVA - JAVASCRIPT - JENKINS - JIRA - JQUERY - JSF - MYSQL - ORACLE - REDIS - SPRING - STRUTS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/java-developer-mf-175083
JAVA JEE Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - ANGULAR JS - AZURE - BIG DATA - CASSANDRA - COUCHBASE - CSS - CVS - DOCKER - GIT - HADOOP - HIBERNATE - HTML - J2EE - JAVA - JAVA JEE - JAVASCRIPT - JBOSS - JENKINS - MAVEN - MVC - MYSQL - NOSQL - ORACLE - REDIS - REST - SOAP - SPARK - SPRING - SQL - STRUTS - WEBLOGIC,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/java-jee-developer-mf-175084
JAVASCRIPT Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,ANGULAR JS - API - BACKBONE JS - CSS - CVS - DOJO - HTML - JAVASCRIPT - JENKINS - JQUERY - MONGODB - ORACLE,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/javascript-developer-mf-175085
KOTLIN Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - ANDROID - API - APP - AZURE - CVS - DNS - DOCKER - GIT - JAVA - JENKINS - LOAD BALANCING - MAC - MAVEN - MVVM - OPENSTACK - PAAS - SDK - TCP IP - TDD - UDP - XML,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/kotlin-developer-mf-175086
LARAVEL Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AJAX - CODEIGNITER - CSS - CVS - GIT - HTML - JAVASCRIPT - JQUERY - LARAVEL - MARIADB - MVC - MYSQL - NOSQL - QUERY - SOAP - SQL - TFS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/laravel-developer-mf-175087
NODE.JS Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,BOOTSTRAP - CSS3 - CVS - DOCKER - GIT - JAVASCRIPT - JIRA - JQUERY - JSON - LESS - MONGODB - MVC - MYSQL - NODE JS - NOSQL - POSTGRESQL - REACT - REDIS - REST - SQL - XML,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/nodejs-developer-mf-175088
OBJECTIVE-C Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,ANDROID - APP - COCOA - CSS - CVS - EDGE - GIT - HTML - JAVASCRIPT - JQUERY - JSON - LINUX - MAC - MERCURIAL - OSX - REST - SWIFT - XML,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/objective-c-developer-mf-175089
PHP Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AJAX - API - CODEIGNITER - CSS3 - CVS - GIT - JAVASCRIPT - LARAVEL - MAGENTO - MERCURIAL - MONGODB - MVC - MYSQL - NOSQL - ORACLE - SQL - SYMFONY - XML - ZEND,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/php-developer-mf-175090
PYTHON Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - API - CSS - CVS - DJANGO - HTML - PYTHON - SCRUM - SQL - TORNADO,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/python-developer-mf-175091
QA Tester (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - API - APP - CVS - JAVA - MAVEN - MYSQL - SCRUM - SELENIUM - SQL,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/qa-tester-mf-175092
REACT Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,BOOTSTRAP - CSS - CVS - GIT - JAVA - JAVASCRIPT - JQUERY - LESS - REACT,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/react-developer-mf-175093
RUBY ON RAILS Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - CSS - CVS - DOCKER - GIT - HTML - JAVASCRIPT - JIRA - JQUERY - MONGODB - MYSQL - POSTGRESQL - RUBY ON RAILS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/ruby-on-rails-developer-mf-175094
SWIFT Developer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - CVS - GIT - MERCURIAL - REST - SCRUM - SWIFT,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/swift-developer-mf-175095
Test and Validation Engineer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,CVS - RHEL - SUSE,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/test-validation-engineer-mf-175096
Test Automation Engineer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,API - CVS - GIT - GITLAB - JAVASCRIPT - JENKINS - LINUX - MATRIX - MYSQL - ORACLE - PYTHON - SHELL - SQL,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/test-automation-engineer-mf-175097
UX / UI Designer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AJAX - BOOTSTRAP - CSS - CVS - GIT - HTML - ILLUSTRATOR - JAVASCRIPT - PHOTOSHOP,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/ux-ui-designer-mf-175098
AWS Cloud Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - ALM - BASH - CVS - DNS - DOCKER - HTTP - IOT - JENKINS - LOAD BALANCING - PUPPET - PYTHON - REACT - SCRUM - SSL,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/aws-cloud-architect-mf-175099
AWS Solutions Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,API - BIG DATA - CENTOS - CVS - DMS - DNS - DOCKER - HADOOP - HTTP - LINUX - RDS - SPARK - TALEND,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/aws-solutions-architect-mf-175100
AZURE Solutions Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,ACCESS - AGILE - ARM - AZURE - COSMOS - CVS - PAAS - REDIS - SHELL - SQL,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/azure-solutions-architect-mf-175101
Cloud Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - API - ARM - AZURE - C# - COSMOS - CVS - LESS - NOSQL - PAAS - SQL - VM,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cloud-architect-mf-175102
Cloud Computing and Virtualization Engineer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AZURE - CVS - DOCKER - LINUX,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cloud-computing-virtualization-engineer-mf-175103
Cloud Engineer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,API - ARM - BGP - CVS - IAM - PUPPET - PYTHON - RDS - REST,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cloud-engineer-mf-175104
Cloud Microservices Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,ACCESS - AGILE - AZURE - CVS - DOCKER,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cloud-microservices-architect-mf-175105
Cloud System Administrator (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AZURE - CENTOS - CVS - DOCKER - LINUX - PERL - PREMISE - PYTHON - REDHAT - VPN - WAN,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cloud-system-administrator-mf-175106
Cloud System Integrator (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AGILE - CVS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cloud-system-integrator-mf-175107
Cyber Security Engineer (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,CVS - ENDPOINT - IDEAL - JAVASCRIPT - PYTHON - VM,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/cyber-security-engineer-mf-175108
DATASTAGE Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,AZURE - CVS - DATASTAGE - INFORMATICA - J2EE - JAVA - MONGODB - ORACLE - SQL - TALEND,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/datastage-architect-mf-175109
GENESYS Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,BASH - CVS - GENESYS - JAVA - JAVASCRIPT - PAAS - POWERSHELL - PYTHON - VMWARE,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/genesys-architect-mf-175110
Network Architect (M/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,BGP - CISCO - CVS - DHCP - DNS - ETHERNET - JUNIPER - MPLS - PYTHON - SNMP - TCP IP - WAN,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/network-architect-mf-175111
DBA IMS/DB2 Z/OS(H/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,ASSEMBLEUR - COBOL - DB2 - FORTRAN - ISPF - JCL - SAS - SDSF - TCP IP - TSO - TWS - VSAM,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/dba-imsdb2-zoshf-175112
Z/OS System Engineer Senior Storage(H/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,CICS - DB2 - IBM - JCL - MVS - TSO - VSAM - ZOS,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/zos-system-engineer-senior-storagehf-175113
Ingénieur Système Z/OS Middleware (H/F),AFRICASHORE,,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Ariana - Béja - Ben Arous - Bizerte - Gabès - Gafsa - Jendouba,ASSEMBLEUR - COBOL - JAVA - LDAP - NETVIEW - TCP IP - TWS - VTAM,29.11.2024,https://www.emploitunisie.com/offre-emploi-tunisie/ingenieur-systeme-zos-middleware-hf-175114
